customer_id,customer_name,ticket_id,issue_type,resolution_type,resolution_status,previous_resolution_attempts,ticket_created_date,ticket_closed_date,csat_score,resolution_time_hours,escalated
CUST-2002,Customer_1240,TKT-6107671,Overheating,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: No POST'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2025-02-22,2025-03-03,4,216.0,0
CUST-6218,Customer_7120,TKT-7960921,Cannot Connect to Internet,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: Cannot Connect to Internet' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-07-13,2024-07-19,5,144.0,0
CUST-48296,Customer_1702,TKT-6364382,Slow Performance,"We began with a few checks and proceeded based on the process defined as outlined in the KB article f4f3267d-d113-4345-afb3-c10b5d96b2d3 titled 'How to troubleshoot: Cannot Connect to Internet'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-06-04,2024-06-08,5,96.0,0
CUST-6424,Customer_2611,TKT-2859713,Screen brightness not adjustable,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: Keyboard Not Working'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-06-15,2024-06-25,2,240.0,1
CUST-1664,Customer_9201,TKT-8678640,No Sound,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-11-14,2024-11-16,5,48.0,0
CUST-5227,Customer_8482,TKT-9024000,Display Flickering,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Cannot Connect to Internet'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-11-11,2024-11-13,3,48.0,0
CUST-7895,Customer_9046,TKT-2678910,Keyboard Not Working,"We began with a few checks and proceeded based on the process defined as outlined in the KB article 61f6d32c-963d-4f20-808d-bfcebb9868cb titled 'How to troubleshoot: Battery Not Charging'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2025-03-17,2025-03-19,5,48.0,1
CUST-21732,Customer_3303,TKT-9648538,Keyboard Not Working,"We began with a few checks and proceeded based on the process defined as outlined in the KB article 9a8cc7de-fba3-4794-b101-3bb733e52710 titled 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-08-05,2024-08-11,3,144.0,0
CUST-3664,Customer_7539,TKT-9088289,Blue Screen Error,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: Keyboard Not Working'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-10-17,2024-10-20,2,72.0,0
CUST-8972,Customer_4953,TKT-8015895,No Sound,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article a3863e48-8364-46d6-a806-77d7dea57cc5 titled 'How to troubleshoot: No POST'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2025-02-21,2025-03-03,1,240.0,0
CUST-14897,Customer_7175,TKT-7761760,Screen brightness not adjustable,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: No POST'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2025-03-04,2025-03-12,2,192.0,0
CUST-5985,Customer_7783,TKT-2299435,Touchscreen not detecting input,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article 3fcb31ab-f5ba-4392-9837-633b1f090c24 titled 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-06-12,2024-06-13,2,24.0,0
CUST-41352,Customer_1653,TKT-1091239,Blue Screen Error,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: Battery Not Charging'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-10-15,2024-10-24,3,216.0,1
CUST-4420,Customer_4843,TKT-6340776,Battery Not Charging,"The customer reported a recurring issue, so I walked them through a few basic steps in the article 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-11-02,2024-11-11,1,216.0,0
CUST-8710,Customer_5030,TKT-2885000,No Sound,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: No Sound'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-03-11,2025-03-12,4,24.0,0
CUST-9581,Customer_1382,TKT-5705061,Touchscreen not detecting input,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: No Sound'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-07-01,2024-07-06,3,120.0,1
CUST-5832,Customer_8200,TKT-9713476,Slow Performance,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article 48619bef-8278-4e17-89e3-7ffa5940bcfa titled 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-08-19,2024-08-25,3,144.0,1
CUST-2134,Customer_4877,TKT-1991265,Laptop randomly shuts down after update,"The resolution steps I followed were based on whats recommended as outlined in the KB article d3d30132-22fb-4434-b0c5-4e5b34535d24 titled 'How to troubleshoot: Battery Not Charging'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-10-31,2024-11-03,4,72.0,0
CUST-89498,Customer_8478,TKT-2076552,Display Flickering,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article a8e26247-ad7c-4e61-bfd7-818f33566657 titled 'How to troubleshoot: Cannot Connect to Internet'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2025-02-14,2025-02-15,1,24.0,1
CUST-9724,Customer_7873,TKT-4144718,Laptop randomly shuts down after update,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article fa8923b3-4456-4da5-812a-d35a56857e94 titled 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-04-18,2025-04-19,5,24.0,0
CUST-9268,Customer_5759,TKT-1436222,Battery Not Charging,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-12-22,2024-12-26,5,96.0,0
CUST-5768,Customer_8127,TKT-4848033,Blue Screen Error,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Battery Not Charging'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-11-05,2024-11-12,4,168.0,0
CUST-8751,Customer_8874,TKT-1610731,Cannot Connect to Internet,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: No POST' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2025-02-27,2025-03-04,1,120.0,0
CUST-1536,Customer_1326,TKT-7496095,Touchpad Not Responding,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: No Sound' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2025-01-03,2025-01-09,1,144.0,0
CUST-5578,Customer_4067,TKT-9231635,Touchpad Not Responding,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-12-25,2024-12-30,5,120.0,0
CUST-6717,Customer_5826,TKT-4015481,Touchpad Not Responding,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2025-03-16,2025-03-20,3,96.0,0
CUST-1426,Customer_2238,TKT-4233191,Cannot Connect to Internet,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article 7002be11-7872-4ae2-bfed-d5ef63a1666d titled 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-12-29,2025-01-05,3,168.0,0
CUST-8442,Customer_2885,TKT-4966304,Keyboard Not Working,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-11-22,2024-11-28,5,144.0,0
CUST-26536,Customer_2206,TKT-9302833,Slow Performance,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article e6dd3023-4528-4c74-984e-c7d149f5ae6a titled 'How to troubleshoot: Overheating'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-10-28,2024-11-02,3,120.0,0
CUST-3759,Customer_5866,TKT-3728729,Touchscreen not detecting input,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: No POST'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-07-17,2024-07-22,5,120.0,0
CUST-29131,Customer_8060,TKT-2710642,Laptop randomly shuts down after update,"The resolution steps I followed were based on whats recommended as outlined in the KB article 9907cc9c-5655-45a8-8973-fe79c4b355c9 titled 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2025-03-20,2025-03-29,1,216.0,0
CUST-12241,Customer_3167,TKT-9925269,Ports not functioning with external devices,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-09-24,2024-09-29,2,120.0,0
CUST-26124,Customer_1952,TKT-3761044,Display Flickering,"I've handled similar issues before, so I used the guidance in the article 'How to troubleshoot: Blue Screen Error' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-12-01,2024-12-03,3,48.0,0
CUST-4180,Customer_8189,TKT-2384601,Keyboard Not Working,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-06-09,2024-06-16,5,168.0,1
CUST-4264,Customer_5450,TKT-7745624,Blue Screen Error,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article db5a8e87-52a6-42be-9450-22d27c269bb5 titled 'How to troubleshoot: Slow Performance'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-06-20,2024-06-30,2,240.0,0
CUST-1470,Customer_4734,TKT-3338927,Display Flickering,"The customer reported a recurring issue, so I walked them through a few basic steps as outlined in the KB article ac9d8955-2a7b-4e97-8a5c-16cfcfcb3a3c titled 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-09-17,2024-09-20,2,72.0,0
CUST-5998,Customer_6580,TKT-7560161,Laptop randomly shuts down after update,"I've handled similar issues before, so I used the guidance as outlined in the KB article 31dd0b04-6e75-480b-b1b4-56f2350d3cf3 titled 'How to troubleshoot: Keyboard Not Working' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-09-16,2024-09-25,5,216.0,1
CUST-22613,Customer_8930,TKT-2988859,Ports not functioning with external devices,"I've handled similar issues before, so I used the guidance as outlined in the KB article a8e26247-ad7c-4e61-bfd7-818f33566657 titled 'How to troubleshoot: Cannot Connect to Internet' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-09-09,2024-09-11,1,48.0,0
CUST-67740,Customer_8928,TKT-2452751,Battery Not Charging,"The resolution steps I followed were based on whats recommended as outlined in the KB article 548f17b5-886d-4213-8a37-415169b98f49 titled 'How to troubleshoot: No POST'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2025-01-02,2025-01-03,3,24.0,0
CUST-7012,Customer_9855,TKT-7820709,Slow Performance,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article 59e1c677-134c-4684-acdc-71d7793e3362 titled 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-06-04,2024-06-06,2,48.0,0
CUST-6773,Customer_1806,TKT-1430303,Touchpad Not Responding,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2024-07-14,2024-07-24,5,240.0,0
CUST-88682,Customer_5408,TKT-8579228,Display Flickering,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article 052ea127-4ada-4918-8c3d-ac7676f98b0a titled 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,1,2025-03-04,2025-03-12,2,192.0,0
CUST-7953,Customer_2053,TKT-8338541,Cannot Connect to Internet,"The resolution steps I followed were based on whats recommended as outlined in the KB article 119cb192-3b58-446c-b938-0f6d7e88264f titled 'How to troubleshoot: Blue Screen Error'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-10-23,2024-10-27,2,96.0,0
CUST-3560,Customer_9881,TKT-3260286,Battery Not Charging,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article f8c0f8e8-dc93-4d46-a4cc-20f176fcd061 titled 'How to troubleshoot: Display Flickering'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2025-01-14,2025-01-18,3,96.0,1
CUST-2132,Customer_1049,TKT-9404106,No Sound,"The resolution steps I followed were based on whats recommended in the article 'How to troubleshoot: Overheating'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-06-25,2024-07-03,1,192.0,0
CUST-45011,Customer_6100,TKT-6446557,No POST,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: No Sound'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-07-16,2024-07-20,3,96.0,0
CUST-31884,Customer_6179,TKT-2482353,Slow Performance,"The resolution steps I followed were based on whats recommended as outlined in the KB article d07130c7-ad09-4409-81af-c4e3e606f1c3 titled 'How to troubleshoot: No Sound'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-11-01,2024-11-08,4,168.0,0
CUST-4469,Customer_4272,TKT-4229305,Slow Performance,"We began with a few checks and proceeded based on the process defined in the article 'How to troubleshoot: Cannot Connect to Internet'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,0,2024-07-25,2024-07-31,1,144.0,0
CUST-8519,Customer_4714,TKT-5826254,Battery Not Charging,"After listening to the issue, I decided to follow a structured approach using in the article 'How to troubleshoot: Touchpad Not Responding'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2025-03-30,2025-04-06,2,168.0,0
CUST-18767,Customer_5971,TKT-6168625,Display Flickering,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article 548f17b5-886d-4213-8a37-415169b98f49 titled 'How to troubleshoot: No POST'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2024-06-23,2024-06-27,1,96.0,0
CUST-9947,Customer_5505,TKT-9118854,Blue Screen Error,"I've handled similar issues before, so I used the guidance as outlined in the KB article b8362391-476b-4289-8379-3d2f1b279687 titled 'How to troubleshoot: No POST' to troubleshoot this. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,3,2024-05-11,2024-05-12,3,24.0,0
CUST-1863,Customer_6937,TKT-4888988,Screen brightness not adjustable,"After listening to the issue, I decided to follow a structured approach using as outlined in the KB article b38ed76b-bf69-404c-8168-72d38ce9dbff titled 'How to troubleshoot: No Sound'. I first verified the hardware status and ensured all connections were secure. Next, we checked for driver updates, confirmed BIOS settings, and validated the system's power configuration. The customer was advised to reboot, test the issue under Safe Mode, and temporarily disable conflicting applications. After walking through each step, I documented the progress and confirmed the resolution with the customer. Everything was explained clearly and the customer acknowledged that the issue was resolved.",resolved,2,2025-03-08,2025-03-16,3,192.0,1
