chat_id,speaker,text,sequence,ticket_id_x,ticket_id_y
CHAT-0016,Agent,Let me check your account.,26,TKT-2277297,TKT-6991917
CHAT-0016,Customer,"Thank you so much, that helped!",27,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I'm looking into it for you.,28,TKT-2277297,TKT-6991917
CHAT-0016,Customer,I want to speak to a supervisor.,29,TKT-2277297,TKT-6991917
CHAT-0016,Agent,This should be resolved now.,30,TKT-2277297,TKT-6991917
CHAT-0016,Customer,"Okay, noted.",31,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I’ve shared the update.,32,TKT-2277297,TKT-6991917
CHAT-0016,Customer,This is getting frustrating.,33,TKT-2277297,TKT-6991917
CHAT-0016,Agent,Let me check your account.,34,TKT-2277297,TKT-6991917
CHAT-0016,Customer,You still haven't resolved my issue.,35,TKT-2277297,TKT-6991917
CHAT-0016,Agent,This should be resolved now.,36,TKT-2277297,TKT-6991917
CHAT-0016,Customer,This is getting frustrating.,37,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I'm looking into it for you.,38,TKT-2277297,TKT-6991917
CHAT-0016,Customer,Can you help me with this?,39,TKT-2277297,TKT-6991917
CHAT-0016,Agent,Thanks for waiting.,40,TKT-2277297,TKT-6991917
CHAT-0016,Customer,Thanks for resolving it fast.,41,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I'll escalate this for you.,42,TKT-2277297,TKT-6991917
CHAT-0016,Customer,I see. What should I do now?,43,TKT-2277297,TKT-6991917
CHAT-0016,Agent,I’ve shared the update.,44,TKT-2277297,TKT-6991917
CHAT-0016,Customer,I see. What should I do now?,45,TKT-2277297,TKT-6991917
CHAT-0017,Customer,I want to speak to a supervisor.,1,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I'll escalate this for you.,2,TKT-1960579,TKT-6887452
CHAT-0017,Customer,I want to speak to a supervisor.,3,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I'm looking into it for you.,4,TKT-1960579,TKT-6887452
CHAT-0017,Customer,I appreciate your support.,5,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I'm looking into it for you.,6,TKT-1960579,TKT-6887452
CHAT-0017,Customer,Thanks for resolving it fast.,7,TKT-1960579,TKT-6887452
CHAT-0017,Agent,Thanks for waiting.,8,TKT-1960579,TKT-6887452
CHAT-0017,Customer,I appreciate your support.,9,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I understand your concern.,10,TKT-1960579,TKT-6887452
CHAT-0017,Customer,"Okay, noted.",11,TKT-1960579,TKT-6887452
CHAT-0017,Agent,Thanks for waiting.,12,TKT-1960579,TKT-6887452
CHAT-0017,Customer,I'm really unhappy with this service.,13,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I’ve shared the update.,14,TKT-1960579,TKT-6887452
CHAT-0017,Customer,Can you help me with this?,15,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I'll escalate this for you.,16,TKT-1960579,TKT-6887452
CHAT-0017,Customer,This was quick and easy.,17,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I’ve shared the update.,18,TKT-1960579,TKT-6887452
CHAT-0017,Customer,This is unacceptable.,19,TKT-1960579,TKT-6887452
CHAT-0017,Agent,Let me check your account.,20,TKT-1960579,TKT-6887452
CHAT-0017,Customer,You're really helpful!,21,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I'll escalate this for you.,22,TKT-1960579,TKT-6887452
CHAT-0017,Customer,Can you help me with this?,23,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I'll escalate this for you.,24,TKT-1960579,TKT-6887452
CHAT-0017,Customer,I just need some clarity on this.,25,TKT-1960579,TKT-6887452
CHAT-0017,Agent,Thanks for waiting.,26,TKT-1960579,TKT-6887452
CHAT-0017,Customer,I want to speak to a supervisor.,27,TKT-1960579,TKT-6887452
CHAT-0017,Agent,This should be resolved now.,28,TKT-1960579,TKT-6887452
CHAT-0017,Customer,This was quick and easy.,29,TKT-1960579,TKT-6887452
CHAT-0017,Agent,Let me check your account.,30,TKT-1960579,TKT-6887452
CHAT-0017,Customer,"All good now, thanks!",31,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I’ve shared the update.,32,TKT-1960579,TKT-6887452
CHAT-0017,Customer,Please check and let me know.,33,TKT-1960579,TKT-6887452
CHAT-0017,Agent,Let me check your account.,34,TKT-1960579,TKT-6887452
CHAT-0017,Customer,I appreciate your support.,35,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I’ve shared the update.,36,TKT-1960579,TKT-6887452
CHAT-0017,Customer,This was quick and easy.,37,TKT-1960579,TKT-6887452
CHAT-0017,Agent,Thanks for waiting.,38,TKT-1960579,TKT-6887452
CHAT-0017,Customer,Terrible support.,39,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I understand your concern.,40,TKT-1960579,TKT-6887452
CHAT-0017,Customer,"Thank you so much, that helped!",41,TKT-1960579,TKT-6887452
CHAT-0017,Agent,Let me check your account.,42,TKT-1960579,TKT-6887452
CHAT-0017,Customer,Waiting for your response.,43,TKT-1960579,TKT-6887452
CHAT-0017,Agent,I’ve shared the update.,44,TKT-1960579,TKT-6887452
CHAT-0017,Customer,I just need some clarity on this.,45,TKT-1960579,TKT-6887452
CHAT-0018,Customer,This is unacceptable.,1,TKT-7623031,TKT-5726016
CHAT-0018,Agent,I understand your concern.,2,TKT-7623031,TKT-5726016
CHAT-0018,Customer,I'm really unhappy with this service.,3,TKT-7623031,TKT-5726016
CHAT-0018,Agent,I'm looking into it for you.,4,TKT-7623031,TKT-5726016
CHAT-0018,Customer,"All good now, thanks!",5,TKT-7623031,TKT-5726016
CHAT-0018,Agent,This should be resolved now.,6,TKT-7623031,TKT-5726016
CHAT-0018,Customer,You're really helpful!,7,TKT-7623031,TKT-5726016
CHAT-0018,Agent,I’ve shared the update.,8,TKT-7623031,TKT-5726016
CHAT-0018,Customer,Can you help me with this?,9,TKT-7623031,TKT-5726016
CHAT-0018,Agent,Thanks for waiting.,10,TKT-7623031,TKT-5726016
CHAT-0018,Customer,This is getting frustrating.,11,TKT-7623031,TKT-5726016
CHAT-0018,Agent,Let me check your account.,12,TKT-7623031,TKT-5726016
CHAT-0018,Customer,Why do I need to repeat myself?,13,TKT-7623031,TKT-5726016
CHAT-0018,Agent,I'll escalate this for you.,14,TKT-7623031,TKT-5726016
CHAT-0018,Customer,This is getting frustrating.,15,TKT-7623031,TKT-5726016
CHAT-0018,Agent,I'm looking into it for you.,16,TKT-7623031,TKT-5726016
CHAT-0018,Customer,I appreciate your support.,17,TKT-7623031,TKT-5726016
CHAT-0018,Agent,Thanks for waiting.,18,TKT-7623031,TKT-5726016
CHAT-0018,Customer,"All good now, thanks!",19,TKT-7623031,TKT-5726016
CHAT-0018,Agent,This should be resolved now.,20,TKT-7623031,TKT-5726016
CHAT-0018,Customer,I just need some clarity on this.,21,TKT-7623031,TKT-5726016
CHAT-0018,Agent,Let me check your account.,22,TKT-7623031,TKT-5726016
CHAT-0018,Customer,I appreciate your support.,23,TKT-7623031,TKT-5726016
CHAT-0018,Agent,I’ve shared the update.,24,TKT-7623031,TKT-5726016
CHAT-0018,Customer,Can you help me with this?,25,TKT-7623031,TKT-5726016
CHAT-0018,Agent,I’ve shared the update.,26,TKT-7623031,TKT-5726016
CHAT-0018,Customer,"Okay, noted.",27,TKT-7623031,TKT-5726016
CHAT-0018,Agent,Let me check your account.,28,TKT-7623031,TKT-5726016
CHAT-0018,Customer,This is unacceptable.,29,TKT-7623031,TKT-5726016
CHAT-0018,Agent,I understand your concern.,30,TKT-7623031,TKT-5726016
CHAT-0018,Customer,"Okay, noted.",31,TKT-7623031,TKT-5726016
CHAT-0018,Agent,Let me check your account.,32,TKT-7623031,TKT-5726016
CHAT-0018,Customer,"Thank you so much, that helped!",33,TKT-7623031,TKT-5726016
CHAT-0018,Agent,This should be resolved now.,34,TKT-7623031,TKT-5726016
CHAT-0018,Customer,Why do I need to repeat myself?,35,TKT-7623031,TKT-5726016
CHAT-0018,Agent,Thanks for waiting.,36,TKT-7623031,TKT-5726016
CHAT-0018,Customer,I'm really unhappy with this service.,37,TKT-7623031,TKT-5726016
CHAT-0018,Agent,This should be resolved now.,38,TKT-7623031,TKT-5726016
CHAT-0018,Customer,This is unacceptable.,39,TKT-7623031,TKT-5726016
CHAT-0018,Agent,Thanks for waiting.,40,TKT-7623031,TKT-5726016
CHAT-0018,Customer,Can you help me with this?,41,TKT-7623031,TKT-5726016
CHAT-0018,Agent,I'll escalate this for you.,42,TKT-7623031,TKT-5726016
CHAT-0018,Customer,I appreciate your support.,43,TKT-7623031,TKT-5726016
CHAT-0018,Agent,This should be resolved now.,44,TKT-7623031,TKT-5726016
CHAT-0018,Customer,Why do I need to repeat myself?,45,TKT-7623031,TKT-5726016
CHAT-0019,Customer,"Thank you so much, that helped!",1,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I'm looking into it for you.,2,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I'm checking the issue again.,3,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I’ve shared the update.,4,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I just need some clarity on this.,5,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I'm looking into it for you.,6,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I appreciate your support.,7,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I'll escalate this for you.,8,TKT-9740145,TKT-4910923
CHAT-0019,Customer,Please check and let me know.,9,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I'm looking into it for you.,10,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I appreciate your support.,11,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I'll escalate this for you.,12,TKT-9740145,TKT-4910923
CHAT-0019,Customer,You still haven't resolved my issue.,13,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I understand your concern.,14,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I just need some clarity on this.,15,TKT-9740145,TKT-4910923
CHAT-0019,Agent,Let me check your account.,16,TKT-9740145,TKT-4910923
CHAT-0019,Customer,Great service!,17,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I’ve shared the update.,18,TKT-9740145,TKT-4910923
CHAT-0019,Customer,Can you help me with this?,19,TKT-9740145,TKT-4910923
CHAT-0019,Agent,Thanks for waiting.,20,TKT-9740145,TKT-4910923
CHAT-0019,Customer,Great service!,21,TKT-9740145,TKT-4910923
CHAT-0019,Agent,Thanks for waiting.,22,TKT-9740145,TKT-4910923
CHAT-0019,Customer,"Okay, noted.",23,TKT-9740145,TKT-4910923
CHAT-0019,Agent,Thanks for waiting.,24,TKT-9740145,TKT-4910923
CHAT-0019,Customer,You're really helpful!,25,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I understand your concern.,26,TKT-9740145,TKT-4910923
CHAT-0019,Customer,Thanks for resolving it fast.,27,TKT-9740145,TKT-4910923
CHAT-0019,Agent,This should be resolved now.,28,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I see. What should I do now?,29,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I'm looking into it for you.,30,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I just need some clarity on this.,31,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I understand your concern.,32,TKT-9740145,TKT-4910923
CHAT-0019,Customer,Can you help me with this?,33,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I'll escalate this for you.,34,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I see. What should I do now?,35,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I’ve shared the update.,36,TKT-9740145,TKT-4910923
CHAT-0019,Customer,You're really helpful!,37,TKT-9740145,TKT-4910923
CHAT-0019,Agent,Thanks for waiting.,38,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I see. What should I do now?,39,TKT-9740145,TKT-4910923
CHAT-0019,Agent,I understand your concern.,40,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I see. What should I do now?,41,TKT-9740145,TKT-4910923
CHAT-0019,Agent,Let me check your account.,42,TKT-9740145,TKT-4910923
CHAT-0019,Customer,You're really helpful!,43,TKT-9740145,TKT-4910923
CHAT-0019,Agent,This should be resolved now.,44,TKT-9740145,TKT-4910923
CHAT-0019,Customer,I'm checking the issue again.,45,TKT-9740145,TKT-4910923
CHAT-0020,Customer,Can you help me with this?,1,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I understand your concern.,2,TKT-2424383,TKT-5879505
CHAT-0020,Customer,This is getting frustrating.,3,TKT-2424383,TKT-5879505
CHAT-0020,Agent,Let me check your account.,4,TKT-2424383,TKT-5879505
CHAT-0020,Customer,"Okay, noted.",5,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I understand your concern.,6,TKT-2424383,TKT-5879505
CHAT-0020,Customer,I'm really unhappy with this service.,7,TKT-2424383,TKT-5879505
CHAT-0020,Agent,This should be resolved now.,8,TKT-2424383,TKT-5879505
CHAT-0020,Customer,I'm checking the issue again.,9,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I’ve shared the update.,10,TKT-2424383,TKT-5879505
CHAT-0020,Customer,"Okay, noted.",11,TKT-2424383,TKT-5879505
CHAT-0020,Agent,This should be resolved now.,12,TKT-2424383,TKT-5879505
CHAT-0020,Customer,This is getting frustrating.,13,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I'll escalate this for you.,14,TKT-2424383,TKT-5879505
CHAT-0020,Customer,I see. What should I do now?,15,TKT-2424383,TKT-5879505
CHAT-0020,Agent,Thanks for waiting.,16,TKT-2424383,TKT-5879505
CHAT-0020,Customer,Can you help me with this?,17,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I’ve shared the update.,18,TKT-2424383,TKT-5879505
CHAT-0020,Customer,"Okay, noted.",19,TKT-2424383,TKT-5879505
CHAT-0020,Agent,Thanks for waiting.,20,TKT-2424383,TKT-5879505
CHAT-0020,Customer,Why do I need to repeat myself?,21,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I understand your concern.,22,TKT-2424383,TKT-5879505
CHAT-0020,Customer,"All good now, thanks!",23,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I understand your concern.,24,TKT-2424383,TKT-5879505
CHAT-0020,Customer,This was quick and easy.,25,TKT-2424383,TKT-5879505
CHAT-0020,Agent,This should be resolved now.,26,TKT-2424383,TKT-5879505
CHAT-0020,Customer,Great service!,27,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I'm looking into it for you.,28,TKT-2424383,TKT-5879505
CHAT-0020,Customer,Great service!,29,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I'll escalate this for you.,30,TKT-2424383,TKT-5879505
CHAT-0020,Customer,This is getting frustrating.,31,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I understand your concern.,32,TKT-2424383,TKT-5879505
CHAT-0020,Customer,"Thank you so much, that helped!",33,TKT-2424383,TKT-5879505
CHAT-0020,Agent,Thanks for waiting.,34,TKT-2424383,TKT-5879505
CHAT-0020,Customer,"All good now, thanks!",35,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I'm looking into it for you.,36,TKT-2424383,TKT-5879505
CHAT-0020,Customer,I just need some clarity on this.,37,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I understand your concern.,38,TKT-2424383,TKT-5879505
CHAT-0020,Customer,You still haven't resolved my issue.,39,TKT-2424383,TKT-5879505
CHAT-0020,Agent,This should be resolved now.,40,TKT-2424383,TKT-5879505
CHAT-0020,Customer,Thanks for resolving it fast.,41,TKT-2424383,TKT-5879505
CHAT-0020,Agent,I understand your concern.,42,TKT-2424383,TKT-5879505
CHAT-0020,Customer,This was quick and easy.,43,TKT-2424383,TKT-5879505
CHAT-0020,Agent,This should be resolved now.,44,TKT-2424383,TKT-5879505
CHAT-0020,Customer,I just need some clarity on this.,45,TKT-2424383,TKT-5879505
CHAT-0021,Customer,I just need some clarity on this.,1,TKT-4257912,TKT-4501759
CHAT-0021,Agent,This should be resolved now.,2,TKT-4257912,TKT-4501759
CHAT-0021,Customer,I'm really unhappy with this service.,3,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I understand your concern.,4,TKT-4257912,TKT-4501759
CHAT-0021,Customer,I just need some clarity on this.,5,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I’ve shared the update.,6,TKT-4257912,TKT-4501759
CHAT-0021,Customer,Can you help me with this?,7,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I’ve shared the update.,8,TKT-4257912,TKT-4501759
CHAT-0021,Customer,"Okay, noted.",9,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I'll escalate this for you.,10,TKT-4257912,TKT-4501759
CHAT-0021,Customer,Please check and let me know.,11,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I understand your concern.,12,TKT-4257912,TKT-4501759
CHAT-0021,Customer,I'm checking the issue again.,13,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I'll escalate this for you.,14,TKT-4257912,TKT-4501759
CHAT-0021,Customer,You still haven't resolved my issue.,15,TKT-4257912,TKT-4501759
CHAT-0021,Agent,This should be resolved now.,16,TKT-4257912,TKT-4501759
CHAT-0021,Customer,I just need some clarity on this.,17,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I’ve shared the update.,18,TKT-4257912,TKT-4501759
CHAT-0021,Customer,You're really helpful!,19,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I’ve shared the update.,20,TKT-4257912,TKT-4501759
CHAT-0021,Customer,I'm checking the issue again.,21,TKT-4257912,TKT-4501759
CHAT-0021,Agent,This should be resolved now.,22,TKT-4257912,TKT-4501759
CHAT-0021,Customer,Waiting for your response.,23,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I understand your concern.,24,TKT-4257912,TKT-4501759
CHAT-0021,Customer,This is unacceptable.,25,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I'll escalate this for you.,26,TKT-4257912,TKT-4501759
CHAT-0021,Customer,This is getting frustrating.,27,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I'll escalate this for you.,28,TKT-4257912,TKT-4501759
CHAT-0021,Customer,Why do I need to repeat myself?,29,TKT-4257912,TKT-4501759
CHAT-0021,Agent,This should be resolved now.,30,TKT-4257912,TKT-4501759
CHAT-0021,Customer,I appreciate your support.,31,TKT-4257912,TKT-4501759
CHAT-0021,Agent,Thanks for waiting.,32,TKT-4257912,TKT-4501759
CHAT-0021,Customer,"Okay, noted.",33,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I understand your concern.,34,TKT-4257912,TKT-4501759
CHAT-0021,Customer,Waiting for your response.,35,TKT-4257912,TKT-4501759
CHAT-0021,Agent,Let me check your account.,36,TKT-4257912,TKT-4501759
CHAT-0021,Customer,I'm checking the issue again.,37,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I'll escalate this for you.,38,TKT-4257912,TKT-4501759
CHAT-0021,Customer,You're really helpful!,39,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I'll escalate this for you.,40,TKT-4257912,TKT-4501759
CHAT-0021,Customer,I want to speak to a supervisor.,41,TKT-4257912,TKT-4501759
CHAT-0021,Agent,I’ve shared the update.,42,TKT-4257912,TKT-4501759
CHAT-0021,Customer,"Okay, noted.",43,TKT-4257912,TKT-4501759
CHAT-0021,Agent,Thanks for waiting.,44,TKT-4257912,TKT-4501759
CHAT-0021,Customer,I want to speak to a supervisor.,45,TKT-4257912,TKT-4501759
CHAT-0022,Customer,I see. What should I do now?,1,TKT-3460736,TKT-3401777
CHAT-0022,Agent,Thanks for waiting.,2,TKT-3460736,TKT-3401777
CHAT-0022,Customer,This is getting frustrating.,3,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I’ve shared the update.,4,TKT-3460736,TKT-3401777
CHAT-0022,Customer,I just need some clarity on this.,5,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I'm looking into it for you.,6,TKT-3460736,TKT-3401777
CHAT-0022,Customer,Terrible support.,7,TKT-3460736,TKT-3401777
CHAT-0022,Agent,Let me check your account.,8,TKT-3460736,TKT-3401777
CHAT-0022,Customer,Can you help me with this?,9,TKT-3460736,TKT-3401777
CHAT-0022,Agent,Let me check your account.,10,TKT-3460736,TKT-3401777
CHAT-0022,Customer,Terrible support.,11,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I’ve shared the update.,12,TKT-3460736,TKT-3401777
CHAT-0022,Customer,"Okay, noted.",13,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I'll escalate this for you.,14,TKT-3460736,TKT-3401777
CHAT-0022,Customer,"Thank you so much, that helped!",15,TKT-3460736,TKT-3401777
CHAT-0022,Agent,Let me check your account.,16,TKT-3460736,TKT-3401777
CHAT-0022,Customer,You still haven't resolved my issue.,17,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I understand your concern.,18,TKT-3460736,TKT-3401777
CHAT-0022,Customer,"All good now, thanks!",19,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I’ve shared the update.,20,TKT-3460736,TKT-3401777
CHAT-0022,Customer,Please check and let me know.,21,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I’ve shared the update.,22,TKT-3460736,TKT-3401777
CHAT-0022,Customer,I just need some clarity on this.,23,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I’ve shared the update.,24,TKT-3460736,TKT-3401777
CHAT-0022,Customer,Can you help me with this?,25,TKT-3460736,TKT-3401777
CHAT-0022,Agent,Thanks for waiting.,26,TKT-3460736,TKT-3401777
CHAT-0022,Customer,You still haven't resolved my issue.,27,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I'm looking into it for you.,28,TKT-3460736,TKT-3401777
CHAT-0022,Customer,I see. What should I do now?,29,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I’ve shared the update.,30,TKT-3460736,TKT-3401777
CHAT-0022,Customer,Waiting for your response.,31,TKT-3460736,TKT-3401777
CHAT-0022,Agent,Let me check your account.,32,TKT-3460736,TKT-3401777
CHAT-0022,Customer,You still haven't resolved my issue.,33,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I'm looking into it for you.,34,TKT-3460736,TKT-3401777
CHAT-0022,Customer,Waiting for your response.,35,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I'm looking into it for you.,36,TKT-3460736,TKT-3401777
CHAT-0022,Customer,Why do I need to repeat myself?,37,TKT-3460736,TKT-3401777
CHAT-0022,Agent,Let me check your account.,38,TKT-3460736,TKT-3401777
CHAT-0022,Customer,I just need some clarity on this.,39,TKT-3460736,TKT-3401777
CHAT-0022,Agent,This should be resolved now.,40,TKT-3460736,TKT-3401777
CHAT-0022,Customer,"Thank you so much, that helped!",41,TKT-3460736,TKT-3401777
CHAT-0022,Agent,I’ve shared the update.,42,TKT-3460736,TKT-3401777
CHAT-0022,Customer,I want to speak to a supervisor.,43,TKT-3460736,TKT-3401777
CHAT-0022,Agent,This should be resolved now.,44,TKT-3460736,TKT-3401777
CHAT-0022,Customer,Can you help me with this?,45,TKT-3460736,TKT-3401777
CHAT-0023,Customer,Can you help me with this?,1,TKT-3335559,TKT-4285354
CHAT-0023,Agent,Let me check your account.,2,TKT-3335559,TKT-4285354
CHAT-0023,Customer,"All good now, thanks!",3,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'm looking into it for you.,4,TKT-3335559,TKT-4285354
CHAT-0023,Customer,"Thank you so much, that helped!",5,TKT-3335559,TKT-4285354
CHAT-0023,Agent,This should be resolved now.,6,TKT-3335559,TKT-4285354
CHAT-0023,Customer,"All good now, thanks!",7,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I’ve shared the update.,8,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Thanks for resolving it fast.,9,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'm looking into it for you.,10,TKT-3335559,TKT-4285354
CHAT-0023,Customer,I just need some clarity on this.,11,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'll escalate this for you.,12,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Waiting for your response.,13,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'm looking into it for you.,14,TKT-3335559,TKT-4285354
CHAT-0023,Customer,"Thank you so much, that helped!",15,TKT-3335559,TKT-4285354
CHAT-0023,Agent,Thanks for waiting.,16,TKT-3335559,TKT-4285354
CHAT-0023,Customer,This is getting frustrating.,17,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'm looking into it for you.,18,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Please check and let me know.,19,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'm looking into it for you.,20,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Great service!,21,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I’ve shared the update.,22,TKT-3335559,TKT-4285354
CHAT-0023,Customer,"Okay, noted.",23,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'll escalate this for you.,24,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Can you help me with this?,25,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'm looking into it for you.,26,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Waiting for your response.,27,TKT-3335559,TKT-4285354
CHAT-0023,Agent,Thanks for waiting.,28,TKT-3335559,TKT-4285354
CHAT-0023,Customer,You're really helpful!,29,TKT-3335559,TKT-4285354
CHAT-0023,Agent,Thanks for waiting.,30,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Why do I need to repeat myself?,31,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I’ve shared the update.,32,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Terrible support.,33,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'm looking into it for you.,34,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Thanks for resolving it fast.,35,TKT-3335559,TKT-4285354
CHAT-0023,Agent,This should be resolved now.,36,TKT-3335559,TKT-4285354
CHAT-0023,Customer,I'm really unhappy with this service.,37,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'm looking into it for you.,38,TKT-3335559,TKT-4285354
CHAT-0023,Customer,I'm really unhappy with this service.,39,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I'm looking into it for you.,40,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Please check and let me know.,41,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I’ve shared the update.,42,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Why do I need to repeat myself?,43,TKT-3335559,TKT-4285354
CHAT-0023,Agent,I understand your concern.,44,TKT-3335559,TKT-4285354
CHAT-0023,Customer,Waiting for your response.,45,TKT-3335559,TKT-4285354
CHAT-0024,Customer,This was quick and easy.,1,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I’ve shared the update.,2,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Can you help me with this?,3,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I’ve shared the update.,4,TKT-3377538,TKT-7296150
CHAT-0024,Customer,"All good now, thanks!",5,TKT-3377538,TKT-7296150
CHAT-0024,Agent,Let me check your account.,6,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Can you help me with this?,7,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I'm looking into it for you.,8,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Thanks for resolving it fast.,9,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I'm looking into it for you.,10,TKT-3377538,TKT-7296150
CHAT-0024,Customer,I see. What should I do now?,11,TKT-3377538,TKT-7296150
CHAT-0024,Agent,Thanks for waiting.,12,TKT-3377538,TKT-7296150
CHAT-0024,Customer,I want to speak to a supervisor.,13,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I understand your concern.,14,TKT-3377538,TKT-7296150
